Portfolio Manager ID,Property Name,Address,Postal Code,Primary Property Type - EPA Calculated,Property Floor Area (Buildings and Parking) (ft²),Year Built,Number of Buildings,Philadelphia Building ID,Electricity Use - Grid Purchase and Generated from Onsite Renewable Systems (kBtu),Natural Gas Use (kBtu),Fuel Oil #2 Use (kBtu),District Steam Use (kBtu),ENERGY STAR Score,Site EUI (kBtu/ft²),Source EUI (kBtu/ft²),Water Use (All Water Sources) (kgal),Total GHG Emissions (MtCO2e),Notes
3782267,59th street,2001 north 59th street,19131,Non-Refrigerated Warehouse,750000,1953,1,884220500,8366329.8,Not Available,Not Available,Not Available,74,11.2,35,Not Available,1059.5,
3966792,10981 Decatur Rd.,10981 Decatur Rd.,19154,Non-Refrigerated Warehouse,250000,1975,1,884280000,2649523.4,3859514.2,Not Available,Not Available,74,26,49.5,705.4,540.3,
3892828,215-251 West Erie Ave.,215-251 West Erie Ave.,19140,Non-Refrigerated Warehouse,95928,1950,1,884040500,779455,28920,Not Available,Not Available,73,8.4,25.8,17.2,100.2,
3877086,11600 Caroline Rd.,11600 Caroline Rd.,19154,Non-Refrigerated Warehouse,100000,1974,1,884269500,1256980.8,489926.2,Not Available,Not Available,71,17.5,44.6,362.5,185.2,
3772933,Good Food Lab,428 E Erie Ave,19134,Non-Refrigerated Warehouse,70483,1934,1,884047900,1149022,160821.9,Not Available,Not Available,70,18.6,53.6,403.8,154,
3892830,3820 N. 2nd Ave,3820 N. 2nd Ave,19140,Non-Refrigerated Warehouse,89550,1950,1,884038510,848984.8,0,Not Available,Not Available,69,9.5,29.8,9,107.5,
3891496,Pier 74 Annex,1901 S. Columbus Blvd,19148,Non-Refrigerated Warehouse,115000,2007,1,771528000,865392.4,Not Available,Not Available,Not Available,67,7.5,23.6,Not Available,109.6,
3663623,0774-Philadelphia - Grant Avenue,1553 Grant Avenue,19115,Non-Refrigerated Warehouse,72755,2009,1,884227301,770303.4,Not Available,Not Available,Not Available,64,10.6,33.2,58,97.5,
3892818,4309 G Street,4309 G Street,19124,Non-Refrigerated Warehouse,71509,1950,1,884114510,1417818,0,Not Available,Not Available,64,19.8,62.3,807,179.5,
3980064,9815 Roosevelt Blvd.,9815 Roosevelt Blvd.,19154,Non-Refrigerated Warehouse,78500,1971,1,884266000,1252997.6,1113557.6,Not Available,Not Available,63,30.1,65,264.1,217.8,
4123417,Distribution Center #9001,8201 Enterprise Avenue,19153,Non-Refrigerated Warehouse,385000,1969,1,773102500,9538290.4,10844243.2,Not Available,Not Available,61,52.9,107.4,340.6,1783.4,
3773606,Ziff & Co.,2800 Black Lake Pl.,19154,Non-Refrigerated Warehouse,58372,1987,1,884292570,1453655.3,1332514.5,Not Available,Not Available,59,47.7,102.2,520.4,254.8,
3773860,"Muller, Inc.",2800 Grant Ave.,19114,Non-Refrigerated Warehouse,214815,1984,1,884224004,5473073.2,713537.3,Not Available,Not Available,54,28.8,83.5,522.7,731,
3696620,"4250 Wissahickon Avenue, Inc.",4250 Wissahickon Ave.,19129,Non-Refrigerated Warehouse,77456,1938,1,884131060,1164578,786427,Not Available,Not Available,53,25.2,57.9,135.3,189.2,
3958313,10350 Drummond Rd.,10360 Drummond Rd,19154,Non-Refrigerated Warehouse,99000,1973,1,884283501,2195338.1,1936897.8,Not Available,Not Available,47,41.7,90.2,64.8,380.8,
2215089,Elliott-Lewis Corporate HQ,2900 Black Lake Place,19154,Non-Refrigerated Warehouse,62000,2000,1,884292573,2580474.1,1936228.5,Not Available,Not Available,43,72.9,163.5,Not Available,429.6,
3663490,0542-Philadelphia - Wayne Ave.,4433 Wayne Ave.,19144,Non-Refrigerated Warehouse,108210,2009,1,884071500,1292987.6,143700,Not Available,Not Available,39,13.3,38.9,35,171.3,
3958048,2800 Comly Rd.,2800-48 Comly Rd,19154,Non-Refrigerated Warehouse,92000,1981,1,884290000,960558.2,6724666.2,Not Available,Not Available,39,83.5,109.5,105.1,478.5,
3958054,"9300 Ashton Rd,","9300 Ashton Rd., Units 2 and 3",19114,Non-Refrigerated Warehouse,77576,1970,1,884227015,1431571.1,2392090.7,Not Available,Not Available,34,49.3,90.3,159.2,308.3,
3966762,275 Geiger Rd.,275 Geiger Rd.,19006,Non-Refrigerated Warehouse,77500,1984,1,884228000,1469014.1,3139614.9,Not Available,Not Available,33,59.5,102.1,1264.8,352.6,
3229069,PHPA,1550 South Warfield St,19146,Non-Refrigerated Warehouse,58887,1962,1,884124000,2049530.4,2769799.8,Not Available,Not Available,33,81.8,158.7,156,406.5,
3883583,Philadelphia-Lancaster Ave RC,3205 Lancaster Avenue,19104,Non-Refrigerated Warehouse,84798,1916,1,774520500,1739476.5,Not Available,Not Available,5981642,24,91.1,149.3,127.7,749.9,
3798495,Procacci Brothers Sales Corp. B1,3655 S. Lawrence Street,19148,Non-Refrigerated Warehouse,62958,1967,1,884153000,5129259.6,1278149.7,Not Available,Not Available,17,101.8,277.1,2102.3,717.4,
3632147,DOA Warehouse,8401 Executive Ave.,19153,Non-Refrigerated Warehouse,88022,1970,1,884171000,3513322.8,4054740.4,Not Available,Not Available,14,86,173.7,0,660.1,
3892829,4219 Richmond St,4219 Richmond St,19137,Non-Refrigerated Warehouse,65490,1950,1,884209600,1922691.7,5090.3,Not Available,Not Available,9,29.4,92.3,809.8,243.8,
3954643,Marine Center - Pier 12 (147),211 N. Columbus Boulevard,19106,Non-Refrigerated Warehouse,78000,1910,1,884018812,2098890.8,999973,Not Available,Not Available,5,39.7,98,612.2,318.9,
3891456,Building 22,5101 South 17th Street,19112,Non-Refrigerated Warehouse,66092,1907,1,788008800,2161843.2,Not Available,Not Available,Not Available,1,32.7,102.7,Not Available,273.8,
4066290,Red Lion Shopping Center,9898 Roosevelt Blvd.,19115,Not Available,Not Available,1962,6,882070230,340157.3,Not Available,Not Available,Not Available,Not Available,1.5,4.7,559.9,43.1,
3959886,Finishing Trades Institute,2190 Hornig Rd,19116,Not Available,Not Available,1988,1,778495000,1026875.5,1762094.8,Not Available,Not Available,Not Available,35.8,65.1,211.7,223.5,
3858153,DHL/PHL,7600 Holstein Ave,19153,Not Available,Not Available,2005,0,884167016,1553064.3,3177108.6,Not Available,Not Available,Not Available,48.9,85,162.1,365.3,
4125760,3600 Grays Ferry Ave (FedEx Express),3600 Grays Ferry Avenue,19146,Not Available,Not Available,2001,1,884122536,2393135.2,3961067.3,Not Available,Not Available,Not Available,57.8,106.1,Not Available,513.3,
3954640,Parkwood Shopping Center,12301-75 Academy Road,19154,Not Available,Not Available,1964,5,882078060,6558819.4,4939025.7,Not Available,Not Available,Not Available,157,352.1,2865,1092.7,
3634188,University of Pennsylvania,3101 Walnut Street,19104,Not Available,13000000,1873,180,773003010,1068323131,23021648.8,Not Available,1375885588,Not Available,189.8,387.2,700949.4,258330,
3830317,"440 East 62nd St. Co., LP",401 North Broad Street,19108,Not Available,Not Available,1929,1,883028250,560898338.8,Not Available,Not Available,Not Available,Not Available,432.5,1358.1,4994.6,71030.6,
3856384,Dock TMC & Realty Corporation,5200 Unruh Ave,19135,Not Available,Not Available,1928,1,884802700,Not Available,4683.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,
4037317,Philadelphia Cricket Club,415 W Willow Grove Ave,19118,Not Available,Not Available,1854,5,775780200,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,
3962235,ware house rs,5695 rising sun ave,19120,Not Available,Not Available,1950,1,884116450,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,
4139762,St vincent investments LLC,7133R E roosevelt Blvd,19149,Not Available,Not Available,2012,0,882074108,Not Available,1448910,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,
3980656,the emmanuel church,4723-41 spruce st.,19139,Not Available,Not Available,1930,1,774024000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,
3762384,Paul's Run,9896 Bustleton ave,19115,Not Available,Not Available,1981,4,778038005,18959883.5,57328896.3,Not Available,Not Available,Not Available,Not Available,Not Available,16338.7,5443.6,
1406842,57164-Philadelphia - Center City,One East Penn Square,19107,Not Available,Not Available,1990,1,883704600,15282723.3,592100,Not Available,14254043.4,Not Available,Not Available,Not Available,13118,3228.8,
3569731,1300 W. LEHIGH AVENUE,1300 W. LEHIGH AVENUE,19132,Office,60000,1964,2,882962800,446011.9,169283.6,Not Available,Not Available,Not Available,10.3,26.3,308.1,65.5,
3960823,1800 Building,1800 N 9TH Street,19122,Office,518161,1900,1,781597600,18471848.1,347198.4,Not Available,Not Available,Not Available,40.2,124.7,64351.9,2491.1,
2528934,Ralston House,3615 Chestnut Street,19104,Office,71686,1887,1,773685500,1617114.3,1513603.8,Not Available,Not Available,Not Available,43.7,93,416.9,285.1,
3960818,800 Building,800-16 W Mongomery Avenue,19122,Office,222640,1900,1,781293900,8619670.8,255371.4,Not Available,Not Available,Not Available,46.1,141.9,19431.1,1167.5,
3619725,Girard Square (North),1100-1142 Market St. and 34 S. 11th St.,19107,Office,407605,1916,2,883017900,16067285.4,Not Available,Not Available,3599831.1,Not Available,48.3,134.4,5203.4,2353.4,
3998864,AFSCME DISTRICT COUNCIL 33,3001,19104,Office,208000,1978,1,883075500,7590396.6,1892988.8,Not Available,Not Available,Not Available,52.7,143.5,2523,1061.7,
3898953,1080 N Delaware Ave,1080 N Delaware Ave,19125,Office,137500,1960,3,883365000,4368346.1,3116273.8,Not Available,Not Available,Not Available,54.4,123.6,396.9,718.6,
3642358,Clear Channel Outdoor,9130 State Road,19136,Office,76145,1961,1,884265000,1153975.6,1810132.5,Not Available,Not Available,Not Available,54.4,101.4,136.2,242.2,
3721175,The Center at 714 Market,714 Market Street,19106,Office,226200,1900,4,771645110,12424798,Not Available,Not Available,Not Available,Not Available,54.9,172.5,40,1573.4,
3790469,T02181 - 4050 S. 26th Street,4050 S. 26th Street,19145,Office,52782,2011,1,788003050,2933205.6,85259.3,Not Available,Not Available,Not Available,57.2,176.2,137.3,376,"Multi-tenanted single story flex building occupied by a high end retail showroom, medical facility, and office/warehouse users.  Occupants have sole control of energy use."
3960828,Colonial Penn Life Insurance,399 Market Street,19106,Office,154420,1974,1,883014000,7759775.1,Not Available,Not Available,Not Available,Not Available,60.9,191.3,2432,982.7,
3596562,1429-1433 Walnut St.,1429-1433 Walnut St.,19102,Office,76989,1916,1,888008704,3440111.5,Not Available,Not Available,1326226.2,Not Available,61.9,161,1351.3,553.1,
3776439,Academic Properties,3025-53 Market Street,19104,Office,625368,1956,2,774524700,29709628.3,Not Available,Not Available,7585023.5,Not Available,64.5,177.1,5377.6,4433.9,
3682419,4100 Chester / 4101 Woodland Avenue,4116-18 Chester Avenue,19104,Office,55000,1920,1,883080550,2683196.8,1082035.7,Not Available,Not Available,Not Available,68.5,173.8,366.8,397.2,
3479103,3615 Market St.,3615 Market St.,19104,Office,20858,1995,1,883073200,839942.6,662924,Not Available,Not Available,Not Available,72.1,159.8,86.2,141.6,
3958192,PeiGenesis,2180 Hornig Rd,19116,Office,69000,1987,2,N/A,3490032.4,1993686.1,Not Available,Not Available,Not Available,79.5,189.2,490.5,547.8,
3325356,3600 Market St,3600 Market St.,19104,Office,189262,1930,1,Many,15044637.4,384491,Not Available,Not Available,Not Available,81.5,251.7,3229.2,1925.6,
3582095,1435 Walnut St. (Drexel Building),1435 Walnut St.,19102,Office,56588,1908,1,883038000,4138943.7,660536.7,Not Available,Not Available,Not Available,84.8,241.9,1471.4,559.2,
3575688,123 S. Broad,123 S. Broad St.,19109,Office,1094000,1928,2,883025600,53544106.6,47554939.3,Not Available,Not Available,Not Available,92.4,199.3,24146,9304.5,
1960820,02152 - Three Crescent Drive,Three Crescent Drive,19112,Office,95800,2008,1,788013000,9489167.8,12204.1,Not Available,Not Available,Not Available,99.2,311.2,2370,1202.3,"Four story multi-tenanted LEED Gold office building, including a surgical center that occupies 16% of the building but accounts for 50% of the total energy consumption.  "
3619714,Girard Square (South),1101-1153 Chestnut St. and 21 S. 12th St.,19107,Office,269726,1896,2,882495700,13320526.5,Not Available,Not Available,15549965.8,Not Available,107,224.4,4250.8,3063.6,
3325211,3401 Market St.,3401 Market St.,19104,Office,90817,1930,1,883072000,6936572.1,407187.5,Not Available,2421782.7,Not Available,107.5,276.6,1284,1114.4,
2363717,SEPTA Headquarters,1234 Market Street,19107,Office,759793,1973,1,883309000,55456771.4,Not Available,Not Available,17711796.1,Not Available,108.9,290.8,12360.1,8591.1,
3893447,Smylie Times Building - 2607 Rhawn St,2607 Rhawn St,19152,Office,54666,1973,1,883090500,6112178.3,Not Available,Not Available,Not Available,Not Available,111.8,351.1,1364.9,774,
3727349,Sewer Maintenance Headquarters,Fox St and Abbottsford Ave,19129,Office,65000,1959,3,884461920,2993552,4281469,Not Available,Not Available,Not Available,111.9,213.8,1698.8,606.3,
3662883,Penn Tower,1 Convention Avenue,19104,Office,342000,1972,1,773512000,27668993,Not Available,Not Available,13541871,Not Available,143.6,359.5,21156.3,4702.9,
3944259,1500 Spring Garden,1500 Spring Garden Street,19130,Office,1205490,1948,1,883026600,182032281.3,203452.8,Not Available,Not Available,Not Available,156.8,491.9,9791.7,23062.8,
3652506,Monell Center,3508 Market Street,19104,Office,61589,1970,1,774688100,5502177.6,1136.8,Not Available,5061616.2,Not Available,171.5,379.4,473.1,1145,
4096299,"Urban Outfitters, Inc. - Building #007, 025, 543",5000 S. 15th Street,19103,Office,212892,1916,3,788007700; 788008001; 788008100,12788858.4,27077056,Not Available,Not Available,Not Available,187.3,322.2,8136.6,3056.5,
3578915,21 S. 12th St.,21 S. 12th St.,19107,Office,105890,1896,1,883017910,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2349.3,0,
3689195,Cast Iron Building,718 Arch Street,19106,Office,124000,1881,1,781004550,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,
3831495,Amtrak PIDC,2198 Hornig Rd.,19116,Office,59600,1987,1,883095100,Not Available,1326890.4,Not Available,Not Available,Not Available,Not Available,Not Available,1102.5,Not Available,
3881654,T&T,2519-2525 Germantown Avenue,19133,Office,53598,1925,1,884589119,109985.8,Not Available,Not Available,Not Available,100,2.1,6.4,160.1,13.9,
3892835,2825-2845 Southampton Rd,2825-2845 Southampton Rd,19154,Office,66000,1984,1,884291510,70044.9,95106.6,Not Available,Not Available,100,2.5,4.8,225.6,13.9,
3892836,2191 Hornig Rd,2191 Hornig Rd,19116,Office,64638,1950,1,884233835,192780.4,0,Not Available,Not Available,100,3,9.4,28.4,24.4,
3884458,CAMM,427-433 E Chelten Ave,19144,Office,87000,1872,1,775510300,601164.4,2318474.7,Not Available,Not Available,100,33.6,49.7,233.9,199.1,
2926182,801 Arch Street,801 Arch Street,19107,Office,170348,1975,1,883009600,3571002.6,Not Available,Not Available,Not Available,99,21,65.8,471.4,1163.4,
3892834,2801-2817 Southampton Rd,2801-2817 Southampton Rd,19151,Office,63000,1998,1,884291400,850010.7,1629429.7,Not Available,Not Available,99,39.4,69.5,492.2,194.1,
26081,12589 Ten Penn Center,1801 Market Street,19103,Office,718644,1981,1,883054000,27417272.7,Not Available,Not Available,9161858.8,99,50.9,135.1,8167.7,4283.2,
3685108,Riverview Place,520 N. Christopher Columbus Boulevard,19123,Office,188046,1929,1,883522900,6267008.1,1428275.8,Not Available,Not Available,96,40.9,112.6,4215.6,869.4,
3890976,1420-22 Chestnut Street,1420 Chestnut St,19103,Office,122000,1948,1,883035500,3543085.6,Not Available,Not Available,2172172.6,95,46.8,112.6,2089.6,641,
3638910,Star Technical Academy,2361-73 Welsh Rd.,19114,Office,51300,1950,1,883381115,2484716.3,Not Available,Not Available,Not Available,95,48.4,152.1,847.4,314.7,
29230,13041 1818 Market St,1818 Market st Suite 1120,19103,Office,1375871,1973,1,883033001,37461030.4,Not Available,Not Available,20504946.8,95,48.9,120.1,17921.9,6559.4,
3498314,801 Market Street,801 Market Street,19107,Office,616379,1909,1,882506315,22021754.3,Not Available,Not Available,16933926.5,95,63.2,145.2,9039.9,4288.1,
1299442,PA0143ZZ - RN NIX FED BLDG & USPO,900 MARKET STREET,19107,Office,405240,1937,1,781051010,11356558.8,Not Available,Not Available,6801563.3,91,45.9,110.8,2249.9,2040.4,
1060565,1601 Market,1601 Market Street,19103,Office,781516,1968,1,883338000,41693752.9,Not Available,Not Available,11412611.6,91,68,185.1,13752.2,6290.4,
1452163,American College of Physicians Headquarters,190 N. Independence Mall West,19106,Office,322610,1998,1,771523010,13874406.7,5912962,Not Available,Not Available,91,73.2,184.2,3274.2,2070.8,
3365000,178-3020 MARKET,3020 MARKET STREET,19104,Office,254750,1959,1,883071700,14375922.9,Not Available,Not Available,8076755.4,91,88.1,215.3,3942.6,2535.6,
2677144,100 Independence Mall West,100 Independence Mall West,191062399,Office,405095,1965,1,883013010,27479596.3,7154155.7,Not Available,2355470.6,91,91.3,238.5,4736,4215,
3417370,2401 Walnut,2401 Walnut Street,19103,Office,163836,1925,1,883039105,6156582.1,Not Available,Not Available,Not Available,90,37.6,118,1194,779.7,
1439909,Arch 1650 Partners LP,1650 Arch Street,19103,Office,663328,1974,1,883058000,28769308.4,Not Available,Not Available,22422.9,90,43.4,136.2,6105.9,3645.2,
3966677,Pep Boys,3111 West Allegheny Avenue,19132,Office,509500,1928,1,884130000,17410780.9,14682661.5,Not Available,Not Available,90,63.2,138.1,1878.8,2984.1,
2933141,T02184 - Five Crescent Drive,5 Crescent Drive,19112,Office,215051,2011,1,788010012,11471382.8,5856878.7,Not Available,Not Available,89,80.6,196.1,2700.2,1763.5,4 story double Platinum LEED office building that serves as the North American Headquarters for a global pharmaceutical company.
3512112,20660,160 W ERIE AVE,19140,Office,60158,1905,1,777634005,2594682.7,Not Available,Not Available,Not Available,88,43.1,135.4,1084,328.6,
1485500,153-ONE LOGAN SQUARE,130 NORTH 18TH STREET,19103,Office,1128787,1983,1,883061505,57912967.8,24147478.9,Not Available,Not Available,88,72.7,183.6,12367.5,8615.5,
3596849,642 N. Broad St.,642 N. Broad St.,19130,Office,278741,1903,1,883524700,11690764.2,4576263.7,Not Available,Not Available,86,58.4,148.9,1879.5,1723.4,
3696768,Penn Treaty Park Place,1334-76 Beach st,19125,Office,178680,1911,1,883365200,7925482.3,1078571,Not Available,Not Available,86,62.2,179.8,1150.9,1060.9,
1297698,PA0144ZZ - PHILADELPHIA CUSTOMHOUSE,200 CHESTNUT STREET,19106,Office,567710,1934,0,781049800,20053429.5,15210136.7,0,Not Available,86,62.8,140.6,5108.5,3346.7,
3774261,Artwen Associates,100 North 20th Street,19106,Office,88700,1981,1,883066000,4336672.5,577780.6,Not Available,Not Available,85,55.4,160.4,931.4,579.9,
1750750,"1600 MARKET STREET, Site #602760",1600 MARKET ST,19103,Office,930550,1983,1,883031500,42355749.1,12855809.1,Not Available,Not Available,85,59.9,159,11870.7,6046.1,
1211433,ACE Philadelphia,436 Walnut Street,19106,Office,350577,1925,1,883300400,16467141.1,4275944.9,Not Available,Not Available,85,61.6,167,3751,2312.3,
1238832,Three Parkway,1601-45  Cherry Street,19102,Office,610065,1970,1,883060510,29396283.9,566628.1,Not Available,10262410,85,65.9,172.5,8033.9,4661.4,
1218039,Three Logan Square,1717 Arch Street,19103,Office,1377698,1990,1,883059004,67375160.4,Not Available,Not Available,23197225.2,85,74.3,196.5,15393.8,10586,
3963826,Archworks Philadelphia,117-31 N 8th Street,19106,Office,53400,1920,1,883013200,2390488.1,Not Available,Not Available,Not Available,84,44.8,140.6,Not Available,302.7,
3653104,Bourse Building,111 S. Independence Mall East,19106,Office,413228,1895,1,883101010 and 883101510,15978136.7,8147709.2,Not Available,Not Available,83,58.4,141.4,7108.6,2455.9,
3890983,1015 Chestnut Street,1015 Chestnut Street,19107,Office,135000,1940,1,883310000,5409207.4,Not Available,Not Available,3651568.2,83,67.1,158.4,3426.7,1008.3,
3061663,IRS 30th Street Campus,2970 Market Street,19104,Office,1481088,2010,1,883063100,60890688.5,7195999.8,Not Available,Not Available,83,73,213.2,12047.2,8092.9,
3584130,417 N.8th Street,417 N. 8th Street,19123,Office,106124,1925,1,883523050,3536753,4285237.8,Not Available,Not Available,83,73.7,147,3863.7,675.3,
19331,1835 Market Street,1835 Market Street,19103,Office,751503,1986,1,883104005,43389858.1,Not Available,Not Available,13639516.7,83,83.1,222.4,15419.1,6702.4,
3859412,Bailey,1218 Chestnut St,19102,Office,55784,1950,1,883019502,1284130.8,Not Available,Not Available,1548922,82,50.8,105.7,988.9,299.8,
3679656,1880 JFK,1880 John F. Kennedy Boulevard,19103,Office,248000,1983,1,883056300,14310996,Not Available,Not Available,Not Available,82,57.7,181.2,4326.1,1812.3,
3216590,1900 Market Street,1900 Market Street,19103,Office,588233,1981,1,883034000,35223133.7,1306468.7,Not Available,Not Available,82,62.1,190.4,7910.3,4529.9,
3628711,Philadelphia Opportunities Industrialization Center,1239 N. Broad St.,19121,Office,100000,1920,1,771637000,3444707.4,1288712.4,Not Available,Not Available,81,52.6,135.2,1231.5,504.6,
1496733,01973 - One Crescent Drive,One Crescent Drive,19112,Office,79034,2005,1,788012000,4442120.3,32848.1,Not Available,Not Available,81,56.6,176.9,718.8,564.2,Four story multi-tenanted LEED Platinum office building.
3679686,1800 JFK,1800 John F. Kennedy Boulevard,19103,Office,248000,1983,1,883056100,14877681.4,Not Available,Not Available,Not Available,81,60,188.4,3128.4,1884.1,
1637817,One Penn Center,1617 John F. Kennedy Blvd,19103,Office,670000,1929,1,883339500,39250965.6,5485595,Not Available,Not Available,81,66.8,192.5,Not Available,5261.7,
3884204,Research Building,444 North 3rd Street,19123,Office,150000,1900,1,883008713,6542349.6,3705860.9,Not Available,Not Available,81,68.3,162.9,3265,1025.2,
1467329,ARAMARK Tower,1101 Market Street,19107,Office,759072,1984,1,883308700,42694321.9,16667185,Not Available,Not Available,81,78.2,199.7,11458.7,6291.3,
3681289,2 Penn,1500 John F. Kennedy Boulevard,19103,Office,500000,1956,1,883055500,26028851.4,Not Available,Not Available,6892572.9,80,65.8,180,13639,3906.5,
16290,Two Commerce Square,2001 Market Street,19102,Office,1103420,1992,1,883054361,70293751,Not Available,Not Available,Not Available,80,67.4,211.6,19881.4,8901.8,
1619606,The Wanamaker Building,100 Penn Square East,19107,Office,1706638,1902,1,882497505,72820064.1,809291.3,Not Available,20118980.9,80,67.5,182.5,24730.2,11046,
3279877,Penn Mutual Towers,510 Walnut Street,19106,Office,1108655,1930,1,883006500,50413187.1,32102387.3,Not Available,Not Available,80,74.4,173.2,15518.3,8087.9,
3663168,1528 Walnut,1528 Walnut Street,19102,Office,206625,1927,1,883041500,10039199.3,Not Available,Not Available,6982731.5,80,82.4,193.2,5300.6,1889.6,
3579797,125 S. 9th St. (Sheridan Building),125 S. 9th St.,19107,Office,97456,1916,1,883010900,5165983,149805.7,Not Available,Not Available,79,54.5,168.1,1100.4,662.2,
1819058,MATSSC,300 Spring Garden Street,19123,Office,574075,1975,1,781398200,27822816.2,17851816.4,Not Available,Not Available,79,79.6,184.8,6829.7,4470.8,
3884289,Young Smyth Field Condominium Association,1216 Arch Street,19107,Office,125000,1902,0,Many,5211543.4,Not Available,Not Available,2215530,78,59.4,152.2,1731.2,856.1,
16288,One Commerce Square,2005 Market Street,19103,Office,1117466,1987,1,883054371,78981385.4,Not Available,Not Available,Not Available,78,77.3,242.6,20505.9,10002,
3774260,615 Chestnut Street,615 Chestnut Street,19106,Office,383918,1981,1,883010310,22676878.8,1290298.9,Not Available,Not Available,77,62.4,189,7827.6,2940.2,
1973738,Jewish Federation,2100 Arch Street,19103,Office,120943,1913,1,772636525,5457115.3,Not Available,Not Available,3154203,77,71.2,173.1,2611.6,970.3,
1060573,1700 Market Street,1700 Market Street,19103,Office,925698,1968,1,883032000,54336373,Not Available,Not Available,21497369.2,77,81.9,212.2,13551.7,8784.3,
3479871,United Way,1709 Benjamin Franklin Parkway,19103,Office,75400,1970,1,772687010,4341677.9,Not Available,Not Available,1871026.6,77,82.4,210.7,1158.6,715.5,
1485471,150-CIRA CENTRE,2929 ARCH STREET,19104,Office,778607,2006,1,883062300,68870742.3,Not Available,Not Available,Not Available,77,88.5,277.7,15711.1,8721.6,
3938855,1518 Walnut Street,1518 Walnut Street,19102,Office,103560,1929,1,883334010,4143532.8,3851.1,Not Available,5066429.4,77,89,184.5,1207.9,973.5,
3637467,Building 101 - CBRE,4747 South Broad Street,19112,Office,75000,1911,1,788009900,2645719.4,1654517.4,Not Available,Not Available,76,57.3,133.9,1104.6,422.8,
3642429,Nevil Building,919 Walnut Street,19107,Office,135825,1906,1,771695000,5682419.9,Not Available,Not Available,3522300,76,67.8,162.6,1615,1031.5,
1476210,1515 Market Street,Suite 1040,19102,Office,564078,1958,0,883337500,27326424.8,Not Available,Not Available,13557696.2,76,72.5,181,7986.1,4660.9,
1650661,Four Penn Center,1600 JFK Blvd,19103,Office,543134,1964,1,883056000,27934944.8,Not Available,Not Available,18699208,76,85.9,202.9,5693.9,9876.2,
3505831,Independence Blue Cross,1901 Market Street,19103,Office,1011239,1988,1,883034200,61798621.7,19046486.1,Not Available,Not Available,76,92.8,245.7,15822.8,8836.8,
3891321,Miller Building,441 n 5th st,19123,Office,80000,1956,1,883009101,3801711.8,1400282.4,Not Available,Not Available,75,65,167.6,659.9,555.7,
3597401,1211 Chestnut St.,1211 Chestnut St.,19107,Office,100366,1919,1,883311500,4394737.9,Not Available,Not Available,2336115.2,75,67.1,165.5,628.3,763.4,
1485534,154-TWO LOGAN SQUARE,100 NORTH 18TH STREET,19103,Office,808040,1988,1,883061805,74267025,Not Available,Not Available,Not Available,75,91.9,288.6,15205.7,9405,
3569714,1163-65 S. BROAD STREET,1163-65 S. BROAD STREET,19147,Office,52258,2012,1,883359300,2639869.2,90842,Not Available,Not Available,74,52.3,160.4,136.7,339.1,
3885323,1520 Locust street,1520 Locust Street,19102,Office,50000,1940,1,881030400,2113181.9,1266857.8,Not Available,Not Available,74,67.6,159.3,1289.8,334.8,
1516994,Curtis Center,601 Walnut St.,19106,Office,885786,1904,1,883002510,45275431.6,20866896.8,Not Available,Not Available,74,74.7,185.2,20362.8,6841,
1767519,61864 - 1701 JFK Blvd,1701 JFK Blvd,19103,Office,1538959,2008,1,883056605,129168459.3,17304.2,Not Available,27253707,74,101.7,284.9,38103.8,18771.4,
3443035,30th St.,120 S. 30th St.,19104,Office,79200,1917,1,773717200,3916010.4,155304.3,Not Available,1299111.2,73,67.8,177,2900.9,619.1,
2902083,Constitution Place,325 Chestnut St.,19106,Office,232097,1955,0,883302500,12085795.3,6593377.3,Not Available,Not Available,73,80.5,193.3,7644.4,1880.4,
3679860,8 Penn,1628 JFK Blvd,19103,Office,235000,1981,1,883056500,13612747.2,Not Available,Not Available,6431534.7,73,85.3,214.8,10955.7,2293.3,
3788578,Singer Equipment Co.,7300 Lindbergh Blvd.,19153,Office,50300,1990,1,773606005,1307667.1,1388837.5,Not Available,Not Available,72,53.6,110.6,377.6,239.3,
3579719,42 S. 15th St. (Robinson Building),42 S. 15th St.,19102,Office,143917,1902,1,883322500,7732950,Not Available,Not Available,2878495.1,72,73.7,192.8,2905.2,1234.1,
1516957,Public Ledger,600 Chestnut St.,19106,Office,535382,1904,1,883003510,26309648.8,Not Available,Not Available,16435311.7,72,79.8,191.2,Not Available,4786.9,
1750694,Centre Square - 1500 Market Street,1500 MARKET ST,19102,Office,2260778,1974,1,883320000,108451477.7,Not Available,Not Available,41577587,71,73,190.1,24148.1,17415.2,
3881643,KlingStubbins,2301 Chestnut Street,19103,Office,105000,1920,1,883036600,5824754.9,2693382.4,Not Available,Not Available,71,81.1,201.1,110.4,880.5,
